crop_group,crop,category,data_year,season,extent_ha,production_t,avg_yield_t_ha,dry_rainfall_mm_total,dry_pet_mm_total,dry_max_temp_c_avg,dry_min_temp_c_avg,dry_rh_morning_pct_avg,dry_rh_evening_pct_avg,dry_bsh_per_day_avg,dry_wind_speed_kmh_avg,intermediate_rainfall_mm_total,intermediate_pet_mm_total,intermediate_max_temp_c_avg,intermediate_min_temp_c_avg,intermediate_rh_morning_pct_avg,intermediate_rh_evening_pct_avg,intermediate_bsh_per_day_avg,intermediate_wind_speed_kmh_avg,wet_rainfall_mm_total,wet_pet_mm_total,wet_max_temp_c_avg,wet_min_temp_c_avg,wet_rh_morning_pct_avg,wet_rh_evening_pct_avg,wet_bsh_per_day_avg,wet_wind_speed_kmh_avg,source_report
vegetables,Ash pumpkin,Up country,2017,Maha,322.0,5135.0,15.95,788.8,427.2,31.43,21.6,87.17,62.67,6.37,4.37,850.8,511.4,30.83,21.8,83.83,67.5,7.33,4.26,1652.3,340.6,19.9,11.8,77.5,85.17,4.62,5.23,Agstat2018
vegetables,Ash pumpkin,Up country,2017,Yala,257.0,3650.0,14.2,589.8,605.6,33.72,24.45,80.17,59.0,,,783.6,558.5,31.47,24.2,81.17,68.17,7.1,6.23,636.5,353.5,20.53,13.1,85.0,86.5,4.78,10.47,Agstat2018
vegetables,Ash pumpkin,Up country,2018,Annual,827.0,8920.0,10.78,1624.3,1039.0,31.88,22.97,83.17,65.08,6.9,,2106.9,1005.5,30.78,22.28,82.83,67.33,7.07,5.62,2409.4,624.9,19.46,12.54,81.36,86.73,3.69,9.13,AgStat__vol_17___2020
vegetables,Ash pumpkin,Up country,2018,Maha,579.0,5549.0,9.58,615.3,466.9,31.67,22.07,85.5,64.0,,,594.5,533.0,30.67,21.82,82.33,63.67,7.27,4.1,1122.1,344.5,19.52,12.13,79.83,85.0,4.62,6.48,AgStat2019
vegetables,Ash pumpkin,Up country,2018,Yala,248.0,3371.0,13.6,802.8,604.0,32.62,24.25,79.5,60.83,7.77,,1129.8,512.3,30.85,23.32,82.33,69.17,6.92,6.33,1358.3,282.8,19.38,13.18,86.4,89.6,3.35,12.68,AgStat2019
vegetables,Ash pumpkin,Up country,2019,Annual,720.0,10252.0,14.24,1819.8,1078.2,32.38,23.62,81.83,63.0,7.35,4.31,1678.1,298.6,30.76,22.4,82.08,67.92,7.42,4.92,1712.7,701.1,19.46,12.67,79.67,83.42,3.91,8.11,AgStat_2021
vegetables,Ash pumpkin,Up country,2019,Maha,418.0,6298.0,15.07,759.4,450.7,31.28,21.9,87.67,71.5,7.22,5.5,926.5,502.1,30.93,21.17,84.17,66.67,7.7,4.4,839.9,347.5,19.55,11.82,75.33,82.83,3.88,5.38,AgStat__vol_17___2020
vegetables,Ash pumpkin,Up country,2019,Yala,302.0,3954.0,13.09,622.0,612.7,33.32,24.87,78.17,58.17,7.78,4.36,604.5,,30.68,23.43,80.67,68.5,7.42,6.05,760.1,353.7,19.53,13.63,82.67,82.67,4.3,10.7,AgStat__vol_17___2020
vegetables,Ash pumpkin,Up country,2020,Annual,701.0,11425.0,16.3,1181.1,1045.9,32.18,23.55,82.75,62.58,7.39,4.09,809.0,,31.12,22.92,82.5,67.42,7.39,4.83,1516.8,670.5,19.68,12.7,80.33,83.25,4.31,8.42,AgStat_2022
vegetables,Ash pumpkin,Up country,2020,Maha,449.0,7050.0,15.7,1196.5,470.0,31.55,22.52,83.83,64.83,7.18,3.48,1180.1,,31.2,21.65,83.17,64.83,7.65,3.6,949.9,343.8,19.47,11.68,75.17,83.0,3.25,4.58,AgStat_2021
vegetables,Ash pumpkin,Up country,2020,Yala,252.0,4375.0,17.35,699.4,551.3,32.67,24.58,81.33,62.83,7.37,3.78,434.0,,31.12,23.82,82.5,72.33,6.77,5.43,837.7,314.4,19.48,13.58,85.67,85.17,4.55,10.73,AgStat_2021
vegetables,Ash pumpkin,Up country,2021,Annual,666.0,11324.0,17.0,1416.8,1007.0,31.82,23.49,84.75,66.83,7.13,5.24,2449.6,,30.58,22.67,82.75,69.67,6.92,4.65,2033.8,626.7,,12.72,83.42,87.67,3.93,8.99,AgStat_2023
vegetables,Ash pumpkin,Up country,2021,Maha,402.0,7622.0,18.95,590.1,443.8,30.98,22.47,87.67,70.83,6.55,4.88,471.1,,30.4,22.07,82.67,66.33,7.1,4.13,871.9,319.8,,12.1,78.83,86.0,3.73,7.0,AgStat_2022
vegetables,Ash pumpkin,Up country,2021,Yala,264.0,3702.0,14.02,451.6,590.1,32.78,24.62,80.5,61.5,7.93,6.12,1227.9,,30.73,23.52,82.33,72.5,7.07,5.22,927.3,321.5,,13.27,85.33,87.33,4.02,11.27,AgStat_2022
vegetables,Ash pumpkin,Up country,2022,Annual,664.0,10500.0,15.8,1436.3,959.5,31.7,23.1,85.58,64.75,7.03,5.17,2317.0,,30.52,22.3,83.33,68.75,6.6,4.92,1844.4,638.4,,12.52,87.33,88.92,3.98,9.32,AgStat_2024
vegetables,Ash pumpkin,Up country,2022,Maha,416.0,6999.0,16.82,1025.4,405.7,31.2,22.4,89.5,67.67,6.53,4.18,1039.8,,30.65,21.72,83.17,65.17,6.75,4.18,900.4,326.6,,12.07,83.83,85.17,4.67,6.37,AgStat_2023
vegetables,Ash pumpkin,Up country,2022,Yala,248.43,3500.23,14.09,677.1,551.6,32.32,24.23,81.5,62.5,7.7,6.32,1200.1,,30.58,23.3,82.83,71.83,6.75,6.22,1074.9,290.3,,13.2,87.67,90.0,3.57,12.35,AgStat_2023
vegetables,Ash pumpkin,Up country,2023,Annual,653.0,9128.0,13.97,1758.5,1040.2,32.23,23.45,84.75,65.17,6.94,5.4,2439.3,731.5,31.1,22.39,82.08,68.5,6.89,4.48,2396.4,647.7,20.13,13.15,89.33,90.75,4.29,7.99,AgStat_2025_ver_3_1
vegetables,Ash pumpkin,Up country,2023,Maha,434.0,6056.0,13.95,924.3,402.6,30.65,21.12,89.83,69.0,6.1,4.17,1274.6,,30.03,21.05,84.5,67.67,6.2,3.48,939.2,326.4,19.37,11.97,91.83,93.0,3.9,6.63,AgStat_2024
vegetables,Ash pumpkin,Up country,2023,Yala,219.0,3072.0,14.02,287.5,637.7,33.53,24.98,79.33,58.67,7.95,,905.6,532.3,31.6,23.3,80.0,68.5,7.32,5.65,720.8,364.2,20.43,13.62,88.5,89.17,4.93,10.22,AgStat_2024
vegetables,Ash pumpkin,Up country,2024,Annual,681.0,10461.0,15.36,1549.9,1008.8,32.21,23.91,85.17,64.42,6.9,,2111.4,868.9,31.43,22.56,81.42,66.08,7.09,4.09,2021.0,730.4,20.71,13.28,91.67,91.67,4.77,8.82,AgStat_2025_ver_3_1
vegetables,Ash pumpkin,Up country,2024,Maha,456.0,7001.0,15.35,1322.5,428.7,31.02,22.83,89.0,69.0,6.13,,1504.8,494.2,31.38,21.78,82.67,64.5,7.17,3.15,1857.4,328.8,20.62,12.8,92.0,93.83,4.53,5.68,AgStat_2025_ver_3_1
vegetables,Ash pumpkin,Up country,2024,Yala,225.0,3460.0,15.36,553.2,581.9,33.32,25.2,81.67,63.17,7.4,,974.5,495.3,31.62,23.52,81.17,70.0,6.72,4.95,813.0,345.9,20.87,13.97,91.0,91.0,4.13,11.67,AgStat_2025_ver_3_1
vegetables,Bean,,2016,Annual,8528.0,83366.0,9.78,1125.1,1088.1,32.73,23.59,82.83,60.33,7.88,5.84,1554.4,1099.7,31.56,23.34,81.08,66.5,7.39,6.12,2403.9,617.1,18.14,12.72,86.83,90.17,4.61,8.18,Agstat2018
vegetables,Bean,,2016,Maha,5016.0,44100.0,8.79,76.4,233.5,32.8,21.93,86.67,57.67,8.07,4.97,134.3,295.8,32.2,22.0,81.33,58.0,8.3,5.3,286.6,179.9,19.63,10.73,79.33,85.0,6.57,4.37,AgStat_2017
vegetables,Bean,,2016,Yala,3512.0,39266.0,11.18,668.2,638.2,33.27,24.98,79.5,59.17,8.55,7.02,983.3,558.2,31.58,24.43,79.0,67.17,7.28,9.3,989.9,312.1,15.97,13.43,90.33,91.83,4.55,12.32,AgStat_2017
vegetables,Bean,,2017,Annual,7723.0,87385.0,11.31,1507.0,1020.2,32.52,23.16,84.0,62.83,,,1689.0,1067.5,30.96,23.07,82.25,67.33,7.12,5.26,1930.3,708.9,20.12,12.33,80.92,85.08,4.88,8.24,AgStat2019
vegetables,Bean,,2017,Maha,4382.0,49995.0,11.41,788.8,427.2,31.43,21.6,87.17,62.67,6.37,4.37,850.8,511.4,30.83,21.8,83.83,67.5,7.33,4.26,1652.3,340.6,19.9,11.8,77.5,85.17,4.62,5.23,Agstat2018
vegetables,Bean,,2017,Yala,3341.0,37390.0,11.19,589.8,605.6,33.72,24.45,80.17,59.0,,,783.6,558.5,31.47,24.2,81.17,68.17,7.1,6.23,636.5,353.5,20.53,13.1,85.0,86.5,4.78,10.47,Agstat2018
vegetables,Bean,,2018,Annual,7344.0,83966.0,11.43,1624.3,1039.0,31.88,22.97,83.17,65.08,6.9,,2106.9,1005.5,30.78,22.28,82.83,67.33,7.07,5.62,2409.4,624.9,19.46,12.54,81.36,86.73,3.69,9.13,AgStat__vol_17___2020
vegetables,Bean,,2018,Maha,4079.0,50795.0,12.45,615.3,466.9,31.67,22.07,85.5,64.0,,,594.5,533.0,30.67,21.82,82.33,63.67,7.27,4.1,1122.1,344.5,19.52,12.13,79.83,85.0,4.62,6.48,AgStat2019
vegetables,Bean,,2018,Yala,3266.0,33171.0,10.16,802.8,604.0,32.62,24.25,79.5,60.83,7.77,,1129.8,512.3,30.85,23.32,82.33,69.17,6.92,6.33,1358.3,282.8,19.38,13.18,86.4,89.6,3.35,12.68,AgStat2019
vegetables,Bean,,2019,Annual,6461.0,65450.0,10.13,1819.8,1078.2,32.38,23.62,81.83,63.0,7.35,4.31,1678.1,298.6,30.76,22.4,82.08,67.92,7.42,4.92,1712.7,701.1,19.46,12.67,79.67,83.42,3.91,8.11,AgStat_2021
vegetables,Bean,,2019,Maha,3549.0,38680.0,10.9,759.4,450.7,31.28,21.9,87.67,71.5,7.22,5.5,926.5,502.1,30.93,21.17,84.17,66.67,7.7,4.4,839.9,347.5,19.55,11.82,75.33,82.83,3.88,5.38,AgStat__vol_17___2020
vegetables,Bean,,2019,Yala,2912.0,26770.0,9.19,622.0,612.7,33.32,24.87,78.17,58.17,7.78,4.36,604.5,,30.68,23.43,80.67,68.5,7.42,6.05,760.1,353.7,19.53,13.63,82.67,82.67,4.3,10.7,AgStat__vol_17___2020
vegetables,Bean,,2020,Annual,7830.0,82973.0,10.6,1181.1,1045.9,32.18,23.55,82.75,62.58,7.39,4.09,809.0,,31.12,22.92,82.5,67.42,7.39,4.83,1516.8,670.5,19.68,12.7,80.33,83.25,4.31,8.42,AgStat_2022
vegetables,Bean,,2020,Maha,4261.0,42655.0,10.01,1196.5,470.0,31.55,22.52,83.83,64.83,7.18,3.48,1180.1,,31.2,21.65,83.17,64.83,7.65,3.6,949.9,343.8,19.47,11.68,75.17,83.0,3.25,4.58,AgStat_2021
vegetables,Bean,,2020,Yala,3568.0,40318.0,11.3,699.4,551.3,32.67,24.58,81.33,62.83,7.37,3.78,434.0,,31.12,23.82,82.5,72.33,6.77,5.43,837.7,314.4,19.48,13.58,85.67,85.17,4.55,10.73,AgStat_2021
vegetables,Bean,,2021,Annual,7597.0,76864.0,10.12,1416.8,1007.0,31.82,23.49,84.75,66.83,7.13,5.24,2449.6,,30.58,22.67,82.75,69.67,6.92,4.65,2033.8,626.7,,12.72,83.42,87.67,3.93,8.99,AgStat_2023
vegetables,Bean,,2021,Maha,4116.0,40184.0,9.76,590.1,443.8,30.98,22.47,87.67,70.83,6.55,4.88,471.1,,30.4,22.07,82.67,66.33,7.1,4.13,871.9,319.8,,12.1,78.83,86.0,3.73,7.0,AgStat_2022
vegetables,Bean,,2021,Yala,3481.0,36680.0,10.54,451.6,590.1,32.78,24.62,80.5,61.5,7.93,6.12,1227.9,,30.73,23.52,82.33,72.5,7.07,5.22,927.3,321.5,,13.27,85.33,87.33,4.02,11.27,AgStat_2022
vegetables,Bean,,2022,Annual,6484.0,68182.0,10.52,1436.3,959.5,31.7,23.1,85.58,64.75,7.03,5.17,2317.0,,30.52,22.3,83.33,68.75,6.6,4.92,1844.4,638.4,,12.52,87.33,88.92,3.98,9.32,AgStat_2024
vegetables,Bean,,2022,Maha,3157.0,34253.0,10.85,1025.4,405.7,31.2,22.4,89.5,67.67,6.53,4.18,1039.8,,30.65,21.72,83.17,65.17,6.75,4.18,900.4,326.6,,12.07,83.83,85.17,4.67,6.37,AgStat_2023
vegetables,Bean,,2022,Yala,3327.27,33928.72,10.2,677.1,551.6,32.32,24.23,81.5,62.5,7.7,6.32,1200.1,,30.58,23.3,82.83,71.83,6.75,6.22,1074.9,290.3,,13.2,87.67,90.0,3.57,12.35,AgStat_2023
vegetables,Bean,,2023,Annual,5737.0,66422.0,11.58,1758.5,1040.2,32.23,23.45,84.75,65.17,6.94,5.4,2439.3,731.5,31.1,22.39,82.08,68.5,6.89,4.48,2396.4,647.7,20.13,13.15,89.33,90.75,4.29,7.99,AgStat_2025_ver_3_1
vegetables,Bean,,2023,Maha,3278.0,41139.0,12.55,924.3,402.6,30.65,21.12,89.83,69.0,6.1,4.17,1274.6,,30.03,21.05,84.5,67.67,6.2,3.48,939.2,326.4,19.37,11.97,91.83,93.0,3.9,6.63,AgStat_2024
vegetables,Bean,,2023,Yala,2459.0,25283.0,10.28,287.5,637.7,33.53,24.98,79.33,58.67,7.95,,905.6,532.3,31.6,23.3,80.0,68.5,7.32,5.65,720.8,364.2,20.43,13.62,88.5,89.17,4.93,10.22,AgStat_2024
vegetables,Bean,,2024,Annual,5176.0,62473.0,12.07,1549.9,1008.8,32.21,23.91,85.17,64.42,6.9,,2111.4,868.9,31.43,22.56,81.42,66.08,7.09,4.09,2021.0,730.4,20.71,13.28,91.67,91.67,4.77,8.82,AgStat_2025_ver_3_1
vegetables,Bean,,2024,Maha,2628.0,36345.0,13.83,1322.5,428.7,31.02,22.83,89.0,69.0,6.13,,1504.8,494.2,31.38,21.78,82.67,64.5,7.17,3.15,1857.4,328.8,20.62,12.8,92.0,93.83,4.53,5.68,AgStat_2025_ver_3_1
vegetables,Bean,,2024,Yala,2548.0,26128.0,10.26,553.2,581.9,33.32,25.2,81.67,63.17,7.4,,974.5,495.3,31.62,23.52,81.17,70.0,6.72,4.95,813.0,345.9,20.87,13.97,91.0,91.0,4.13,11.67,AgStat_2025_ver_3_1
vegetables,Beetroot,,2016,Annual,2205.0,45097.0,20.45,1125.1,1088.1,32.73,23.59,82.83,60.33,7.88,5.84,1554.4,1099.7,31.56,23.34,81.08,66.5,7.39,6.12,2403.9,617.1,18.14,12.72,86.83,90.17,4.61,8.18,Agstat2018
vegetables,Beetroot,,2016,Maha,1145.0,24894.0,21.74,76.4,233.5,32.8,21.93,86.67,57.67,8.07,4.97,134.3,295.8,32.2,22.0,81.33,58.0,8.3,5.3,286.6,179.9,19.63,10.73,79.33,85.0,6.57,4.37,AgStat_2017
vegetables,Beetroot,,2016,Yala,1060.0,20203.0,19.05,668.2,638.2,33.27,24.98,79.5,59.17,8.55,7.02,983.3,558.2,31.58,24.43,79.0,67.17,7.28,9.3,989.9,312.1,15.97,13.43,90.33,91.83,4.55,12.32,AgStat_2017
vegetables,Beetroot,,2017,Annual,2162.0,34192.0,15.81,1507.0,1020.2,32.52,23.16,84.0,62.83,,,1689.0,1067.5,30.96,23.07,82.25,67.33,7.12,5.26,1930.3,708.9,20.12,12.33,80.92,85.08,4.88,8.24,AgStat2019
vegetables,Beetroot,,2017,Maha,1137.0,14180.0,12.47,788.8,427.2,31.43,21.6,87.17,62.67,6.37,4.37,850.8,511.4,30.83,21.8,83.83,67.5,7.33,4.26,1652.3,340.6,19.9,11.8,77.5,85.17,4.62,5.23,Agstat2018
vegetables,Beetroot,,2017,Yala,1025.0,20012.0,19.52,589.8,605.6,33.72,24.45,80.17,59.0,,,783.6,558.5,31.47,24.2,81.17,68.17,7.1,6.23,636.5,353.5,20.53,13.1,85.0,86.5,4.78,10.47,Agstat2018
vegetables,Beetroot,,2018,Annual,2234.0,51004.0,22.83,1624.3,1039.0,31.88,22.97,83.17,65.08,6.9,,2106.9,1005.5,30.78,22.28,82.83,67.33,7.07,5.62,2409.4,624.9,19.46,12.54,81.36,86.73,3.69,9.13,AgStat__vol_17___2020
vegetables,Beetroot,,2018,Maha,1279.0,31180.0,24.37,615.3,466.9,31.67,22.07,85.5,64.0,,,594.5,533.0,30.67,21.82,82.33,63.67,7.27,4.1,1122.1,344.5,19.52,12.13,79.83,85.0,4.62,6.48,AgStat2019
vegetables,Beetroot,,2018,Yala,955.0,19824.0,20.76,802.8,604.0,32.62,24.25,79.5,60.83,7.77,,1129.8,512.3,30.85,23.32,82.33,69.17,6.92,6.33,1358.3,282.8,19.38,13.18,86.4,89.6,3.35,12.68,AgStat2019
vegetables,Beetroot,,2019,Annual,1805.0,30048.0,16.65,1819.8,1078.2,32.38,23.62,81.83,63.0,7.35,4.31,1678.1,298.6,30.76,22.4,82.08,67.92,7.42,4.92,1712.7,701.1,19.46,12.67,79.67,83.42,3.91,8.11,AgStat_2021
vegetables,Beetroot,,2019,Maha,788.0,14757.0,18.73,759.4,450.7,31.28,21.9,87.67,71.5,7.22,5.5,926.5,502.1,30.93,21.17,84.17,66.67,7.7,4.4,839.9,347.5,19.55,11.82,75.33,82.83,3.88,5.38,AgStat__vol_17___2020
vegetables,Beetroot,,2019,Yala,1017.0,15291.0,15.04,622.0,612.7,33.32,24.87,78.17,58.17,7.78,4.36,604.5,,30.68,23.43,80.67,68.5,7.42,6.05,760.1,353.7,19.53,13.63,82.67,82.67,4.3,10.7,AgStat__vol_17___2020
vegetables,Beetroot,,2020,Annual,2192.0,36262.0,16.54,1181.1,1045.9,32.18,23.55,82.75,62.58,7.39,4.09,809.0,,31.12,22.92,82.5,67.42,7.39,4.83,1516.8,670.5,19.68,12.7,80.33,83.25,4.31,8.42,AgStat_2022
vegetables,Beetroot,,2020,Maha,1140.0,17068.0,14.97,1196.5,470.0,31.55,22.52,83.83,64.83,7.18,3.48,1180.1,,31.2,21.65,83.17,64.83,7.65,3.6,949.9,343.8,19.47,11.68,75.17,83.0,3.25,4.58,AgStat_2021
vegetables,Beetroot,,2020,Yala,1052.0,19194.0,18.24,699.4,551.3,32.67,24.58,81.33,62.83,7.37,3.78,434.0,,31.12,23.82,82.5,72.33,6.77,5.43,837.7,314.4,19.48,13.58,85.67,85.17,4.55,10.73,AgStat_2021
vegetables,Beetroot,,2021,Annual,2639.0,40992.0,15.53,1416.8,1007.0,31.82,23.49,84.75,66.83,7.13,5.24,2449.6,,30.58,22.67,82.75,69.67,6.92,4.65,2033.8,626.7,,12.72,83.42,87.67,3.93,8.99,AgStat_2023
vegetables,Beetroot,,2021,Maha,1130.0,16627.0,14.71,590.1,443.8,30.98,22.47,87.67,70.83,6.55,4.88,471.1,,30.4,22.07,82.67,66.33,7.1,4.13,871.9,319.8,,12.1,78.83,86.0,3.73,7.0,AgStat_2022
vegetables,Beetroot,,2021,Yala,1509.0,24365.0,16.15,451.6,590.1,32.78,24.62,80.5,61.5,7.93,6.12,1227.9,,30.73,23.52,82.33,72.5,7.07,5.22,927.3,321.5,,13.27,85.33,87.33,4.02,11.27,AgStat_2022
vegetables,Beetroot,,2022,Annual,2090.0,34189.0,16.36,1436.3,959.5,31.7,23.1,85.58,64.75,7.03,5.17,2317.0,,30.52,22.3,83.33,68.75,6.6,4.92,1844.4,638.4,,12.52,87.33,88.92,3.98,9.32,AgStat_2024
vegetables,Beetroot,,2022,Maha,1069.0,18609.0,17.4,1025.4,405.7,31.2,22.4,89.5,67.67,6.53,4.18,1039.8,,30.65,21.72,83.17,65.17,6.75,4.18,900.4,326.6,,12.07,83.83,85.17,4.67,6.37,AgStat_2023
vegetables,Beetroot,,2022,Yala,1020.57,15579.73,15.27,677.1,551.6,32.32,24.23,81.5,62.5,7.7,6.32,1200.1,,30.58,23.3,82.83,71.83,6.75,6.22,1074.9,290.3,,13.2,87.67,90.0,3.57,12.35,AgStat_2023
vegetables,Beetroot,,2023,Annual,2163.0,38622.0,17.86,1758.5,1040.2,32.23,23.45,84.75,65.17,6.94,5.4,2439.3,731.5,31.1,22.39,82.08,68.5,6.89,4.48,2396.4,647.7,20.13,13.15,89.33,90.75,4.29,7.99,AgStat_2025_ver_3_1
vegetables,Beetroot,,2023,Maha,1062.0,17178.0,16.17,924.3,402.6,30.65,21.12,89.83,69.0,6.1,4.17,1274.6,,30.03,21.05,84.5,67.67,6.2,3.48,939.2,326.4,19.37,11.97,91.83,93.0,3.9,6.63,AgStat_2024
vegetables,Beetroot,,2023,Yala,1101.0,21444.0,19.48,287.5,637.7,33.53,24.98,79.33,58.67,7.95,,905.6,532.3,31.6,23.3,80.0,68.5,7.32,5.65,720.8,364.2,20.43,13.62,88.5,89.17,4.93,10.22,AgStat_2024
vegetables,Beetroot,,2024,Annual,2099.0,37366.0,17.81,1549.9,1008.8,32.21,23.91,85.17,64.42,6.9,,2111.4,868.9,31.43,22.56,81.42,66.08,7.09,4.09,2021.0,730.4,20.71,13.28,91.67,91.67,4.77,8.82,AgStat_2025_ver_3_1
vegetables,Beetroot,,2024,Maha,1070.0,17332.0,16.21,1322.5,428.7,31.02,22.83,89.0,69.0,6.13,,1504.8,494.2,31.38,21.78,82.67,64.5,7.17,3.15,1857.4,328.8,20.62,12.8,92.0,93.83,4.53,5.68,AgStat_2025_ver_3_1
vegetables,Beetroot,,2024,Yala,1029.0,20034.0,19.47,553.2,581.9,33.32,25.2,81.67,63.17,7.4,,974.5,495.3,31.62,23.52,81.17,70.0,6.72,4.95,813.0,345.9,20.87,13.97,91.0,91.0,4.13,11.67,AgStat_2025_ver_3_1
vegetables,Bitter gourd,Up country,2016,Annual,3835.0,42101.0,10.98,1125.1,1088.1,32.73,23.59,82.83,60.33,7.88,5.84,1554.4,1099.7,31.56,23.34,81.08,66.5,7.39,6.12,2403.9,617.1,18.14,12.72,86.83,90.17,4.61,8.18,Agstat2018
vegetables,Bitter gourd,Up country,2016,Maha,2200.0,24719.0,11.24,76.4,233.5,32.8,21.93,86.67,57.67,8.07,4.97,134.3,295.8,32.2,22.0,81.33,58.0,8.3,5.3,286.6,179.9,19.63,10.73,79.33,85.0,6.57,4.37,AgStat_2017
vegetables,Bitter gourd,Up country,2016,Yala,1635.0,17382.0,10.63,668.2,638.2,33.27,24.98,79.5,59.17,8.55,7.02,983.3,558.2,31.58,24.43,79.0,67.17,7.28,9.3,989.9,312.1,15.97,13.43,90.33,91.83,4.55,12.32,AgStat_2017
vegetables,Bitter gourd,Up country,2017,Annual,3183.0,37012.0,11.63,1507.0,1020.2,32.52,23.16,84.0,62.83,,,1689.0,1067.5,30.96,23.07,82.25,67.33,7.12,5.26,1930.3,708.9,20.12,12.33,80.92,85.08,4.88,8.24,AgStat2019
vegetables,Bitter gourd,Up country,2017,Maha,1861.0,20234.0,10.87,788.8,427.2,31.43,21.6,87.17,62.67,6.37,4.37,850.8,511.4,30.83,21.8,83.83,67.5,7.33,4.26,1652.3,340.6,19.9,11.8,77.5,85.17,4.62,5.23,Agstat2018
vegetables,Bitter gourd,Up country,2017,Yala,1322.0,16778.0,12.69,589.8,605.6,33.72,24.45,80.17,59.0,,,783.6,558.5,31.47,24.2,81.17,68.17,7.1,6.23,636.5,353.5,20.53,13.1,85.0,86.5,4.78,10.47,Agstat2018
vegetables,Bitter gourd,Up country,2018,Annual,4306.0,47611.0,11.06,1624.3,1039.0,31.88,22.97,83.17,65.08,6.9,,2106.9,1005.5,30.78,22.28,82.83,67.33,7.07,5.62,2409.4,624.9,19.46,12.54,81.36,86.73,3.69,9.13,AgStat__vol_17___2020
vegetables,Bitter gourd,Up country,2018,Maha,2884.0,31115.0,10.79,615.3,466.9,31.67,22.07,85.5,64.0,,,594.5,533.0,30.67,21.82,82.33,63.67,7.27,4.1,1122.1,344.5,19.52,12.13,79.83,85.0,4.62,6.48,AgStat2019
vegetables,Bitter gourd,Up country,2018,Yala,1423.0,16496.0,11.6,802.8,604.0,32.62,24.25,79.5,60.83,7.77,,1129.8,512.3,30.85,23.32,82.33,69.17,6.92,6.33,1358.3,282.8,19.38,13.18,86.4,89.6,3.35,12.68,AgStat2019
vegetables,Bitter gourd,Up country,2019,Annual,3402.0,40970.0,12.04,1819.8,1078.2,32.38,23.62,81.83,63.0,7.35,4.31,1678.1,298.6,30.76,22.4,82.08,67.92,7.42,4.92,1712.7,701.1,19.46,12.67,79.67,83.42,3.91,8.11,AgStat_2021
vegetables,Bitter gourd,Up country,2019,Maha,1971.0,25004.0,12.69,759.4,450.7,31.28,21.9,87.67,71.5,7.22,5.5,926.5,502.1,30.93,21.17,84.17,66.67,7.7,4.4,839.9,347.5,19.55,11.82,75.33,82.83,3.88,5.38,AgStat__vol_17___2020
vegetables,Bitter gourd,Up country,2019,Yala,1431.0,15966.0,11.16,622.0,612.7,33.32,24.87,78.17,58.17,7.78,4.36,604.5,,30.68,23.43,80.67,68.5,7.42,6.05,760.1,353.7,19.53,13.63,82.67,82.67,4.3,10.7,AgStat__vol_17___2020
vegetables,Bitter gourd,Up country,2020,Annual,4101.0,47632.0,11.61,1181.1,1045.9,32.18,23.55,82.75,62.58,7.39,4.09,809.0,,31.12,22.92,82.5,67.42,7.39,4.83,1516.8,670.5,19.68,12.7,80.33,83.25,4.31,8.42,AgStat_2022
vegetables,Bitter gourd,Up country,2020,Maha,2184.0,26677.0,12.21,1196.5,470.0,31.55,22.52,83.83,64.83,7.18,3.48,1180.1,,31.2,21.65,83.17,64.83,7.65,3.6,949.9,343.8,19.47,11.68,75.17,83.0,3.25,4.58,AgStat_2021
vegetables,Bitter gourd,Up country,2020,Yala,1917.0,20955.0,10.93,699.4,551.3,32.67,24.58,81.33,62.83,7.37,3.78,434.0,,31.12,23.82,82.5,72.33,6.77,5.43,837.7,314.4,19.48,13.58,85.67,85.17,4.55,10.73,AgStat_2021
vegetables,Bitter gourd,Up country,2021,Annual,3815.0,47554.0,12.47,1416.8,1007.0,31.82,23.49,84.75,66.83,7.13,5.24,2449.6,,30.58,22.67,82.75,69.67,6.92,4.65,2033.8,626.7,,12.72,83.42,87.67,3.93,8.99,AgStat_2023
vegetables,Bitter gourd,Up country,2021,Maha,2160.0,25157.0,11.65,590.1,443.8,30.98,22.47,87.67,70.83,6.55,4.88,471.1,,30.4,22.07,82.67,66.33,7.1,4.13,871.9,319.8,,12.1,78.83,86.0,3.73,7.0,AgStat_2022
vegetables,Bitter gourd,Up country,2021,Yala,1655.0,22397.0,13.53,451.6,590.1,32.78,24.62,80.5,61.5,7.93,6.12,1227.9,,30.73,23.52,82.33,72.5,7.07,5.22,927.3,321.5,,13.27,85.33,87.33,4.02,11.27,AgStat_2022
vegetables,Bitter gourd,Up country,2022,Annual,3463.0,38145.0,11.02,1436.3,959.5,31.7,23.1,85.58,64.75,7.03,5.17,2317.0,,30.52,22.3,83.33,68.75,6.6,4.92,1844.4,638.4,,12.52,87.33,88.92,3.98,9.32,AgStat_2024
vegetables,Bitter gourd,Up country,2022,Maha,1900.0,20788.0,10.94,1025.4,405.7,31.2,22.4,89.5,67.67,6.53,4.18,1039.8,,30.65,21.72,83.17,65.17,6.75,4.18,900.4,326.6,,12.07,83.83,85.17,4.67,6.37,AgStat_2023
vegetables,Bitter gourd,Up country,2022,Yala,1562.79,17357.02,11.11,677.1,551.6,32.32,24.23,81.5,62.5,7.7,6.32,1200.1,,30.58,23.3,82.83,71.83,6.75,6.22,1074.9,290.3,,13.2,87.67,90.0,3.57,12.35,AgStat_2023
